CRS,Tiploc,Description,Stannox
,IVRKCJN,INVERKEITHING CENTRAL JN,3328
,IVRKEJN,INVERKEITHING EAST JN,3334
,IVRKNJN,INVERKEITHING NORTH JN,3326
,IVRKSJN,INVERKEITHING SOUTH JN,3333
,IVRKTCE,INVERKEITHING C.E.,3329
,IVRKTGL,INVERKEITHING G.L.,3329
INK,IVRKTHG,INVERKEITHING,3331
,IVRKTNC,INVERKEITHING NORTH CURVE,3326
,IVRKUPL,INVERKEITHING U.P.L.,3336
,IVRKYD,INVERKEITHING YARD,3329
,IVRN387,INVERNESS SIGNAL I387,1099
,IVRN395,INVERNESS SIGNAL 395,1095
,IVRN397,INVERNESS SIGNAL 397,1126
,IVRN410,INVERNESS SIGNAL I410,1097
,IVRN413,INVERNESS SIGNAL I413,1118
,IVRN422,INVERNESS SIGNAL 422,1108
,IVRN424,INVERNESS SIGNAL 424,1135
,IVRN427,INVERNESS SIGNAL 427,1124
,IVRN429,INVERNESS SIGNAL 429,1129
,IVRN707,INVERNESS SIGNAL 707,1150
,IVRN711,INVERNESS SIGNAL 711,1107
,IVRNALC,ALLANFERN L.C.,1100
,IVRNBC,INVERNESS BLUE CIRCLE SDGS,1104
,IVRNBLC,BUNCHREW L.C.,1100
,IVRNCE,INVERNESS C.E.,1115
,IVRNCLR,INVERNESS MILLBURN C.RAIL,1106
,IVRNCSD,INVERNESS C.S.D.,1112
INV,IVRNESS,INVERNESS,1100
,IVRNFD,INVERNESS F.D.,1119
,IVRNFHH,INVERNESS LAFARGE,1105
,IVRNFSD,INVERNESS FREIGHT SDGS DRS,1114
XIV,IVRNMRT,INVERNESS MOTORAIL SDG,1103
,IVRNRSL,INVERNESS RUSSELL J.G.,1102
,IVRNTC,INVERNESS T.C.,1111
,IVRNTMD,INVERNESS T.M.D.,1113
IVY,IVYBDGE,IVYBRIDGE,84067
JCH,JAMCOK,JAMES COOK,15504
,JAME504,JAMES STREET SIGNAL 1504,38184
,JAME537,JAMES STREET SIGNAL 537,38184
,JAMESDG,JAMES STREET SIDINGS,38184
LVJ,JAMESST,JAMES STREET,38184
,JARRAFL,TYNE DOCKS AFL,13009
,JARRAUT,TYNE DOCK DBC (AUTOMOTIVE),13004
,JARRFHH,TYNE DOCK (FLHH),13002
,JARRGBF,TYNE COAL TERMINAL GBRF,13006
,JARROWS,JARROW SHELL,13033
,JARRPTA,TYNE DOCK P T A,13001
,JERS470,JERSEY MARINE STH JN PT470,79252
,JERSFHH,JERSEY MARINE (FLHH),79250
,JERSMJN,JERSEY MARINE JN NORTH,79255
,JERSMJS,JERSEY MARINE JN SOUTH,79252
,JERSMSS,JERSEY MARINE STEEL SUPP,79253
,JERSYMY,JERSEY MARINE YARD,79252
,JEUMONT,JEUMONT,747
,JFRSTNL,JEFFERSTONE LANE,0
JOH,JHNSTND,JOHNSTON,80111
,JNCRMOS,MOSS,23185
,JNCROFT,JOAN CROFT JN,23103
JHN,JOHNSTN,JOHNSTONE,7105
,JOPPSTR,JOPPA STRAIGHT,4638
JOR,JORDANH,JORDANHILL,6352
XJR,JRDJ,JUNCTION ROAD JN,63640
,KARLSRH,KARLSRUHE,0
,KAYPRKJ,KAY PARK JN,8727
KDY,KCLD,KIRKCALDY,3272
,KCLD838,KIRKCALDY SIG EK838,3273
,KCLD842,KIRKCALDY SIG EK842,3273
,KCLD843,KIRKCALDY SIG EK843,3274
,KCLDYDD,KIRKCALDY SIDINGS,3271
,KDRMCHS,KIDDERMINSTER C.H.S.,65937
,KDRMDGL,KIDDERMINSTER DN GDS LOOP,65936
KID,KDRMNST,KIDDERMINSTER,65935
,KDRMSVR,KIDDERMINSTER S.V.R.,65941
,KDRMTMD,KIDDERMINSTER TMD (SVR),65942
,KEADBYC,KEADBY CANAL,22085
KSL,KEARSLY,KEARSLEY,31567
,KEBGEJN,KING EDWARD BRIDGE E. JN,12933
,KEBGNJN,KING EDWARD BRIDGE N. JN,12934
,KEBGSJN,KING EDWARD BRIDGE S. JN,12932
KEI,KEIGHLY,KEIGHLEY,17011
,KEIGHSJ,KEIGHLEY STATION JN,17010
,KEIGWVR,KEIGHLEY & WVLR,17012
,KEITBPG,KEITH BRANCH PLATFORM GBRF,2025
,KEITCHI,KEITH CHIVAS BROS,2013
KEH,KEITH,KEITH,2015
,KEITHBP,KEITH BRANCH PLATFORM,2017
,KEITHLP,KEITH LOOP,2014
,KEITHSP,KEITH STRATHISLA PLATFORM,2018
,KEITMAC,KEITH MACPHERSONS TRANSPRT,2016
,KELNFHH,KELLINGLEY COLLIERY (FLHH),18004
,KELNGBR,KELLINGLEY COLLIERY GBRf,17990
,KELNGLY,KELLINGLEY COLLIERY,18009
KEL,KELVEDN,KELVEDON,50113
,KEMB546,KEMBLE SIGNAL 6546,75025
KEM,KEMBLE,KEMBLE,75018
KMS,KEMSING,KEMSING,89400
KEN,KENDAL,KENDAL,11007
,KENETRS,KENNETT REDLAND SIDING,46282
,KENGCRL,KENSAL GREEN EAST CRL,73107
XKS,KENGCSP,KENSAL GREEN C.SERV.PLT.,73119
KNS,KENISHD,KENNISHEAD,7227
KNW,KENLSTN,KENILWORTH,69311
,KENLWTH,KENILWORTH JNS,69309
KNE,KENNETT,KENNETT,46279
,KENNFHH,KENNETT (FHH),46283
,KENNTGF,KENNET REDLAND GROUND FRME,46284
KPA,KENOLYM,KENSINGTON (OLYMPIA),72241
KNR,KENR,KENSAL RISE,72413
KNL,KENSLG,KENSAL GREEN,72272
XKG,KENSLGJ,KENSAL GREEN JN,72273
,KENSLGS,KENSAL GREEN SIDINGS,73107
,KENSLGT,KENSAL GREEN TURNBACK,72412
KTH,KENTHOS,KENT HOUSE,88314
COX,KESWCOK,COCKERMOUTH (MAIN STREET),0
KWK,KESWICK,KESWICK (BUS STATION),0
KET,KETR,KETTERING,61009
,KETR094,KETTERING SIGNAL BK6094,61005
,KETR49,KETTERING SIGNAL LR49,61012
,KETR617,KETTERING SIG LR617,61007
,KETRENG,KETTERING ENGINEERING SDGS,61004
,KETRGED,GEDDINGTON,60020
,KETRGLN,GLENDON,59423
,KETRGNJ,KETTERING NORTH JUNCTION,61006
,KETRHBS,KETTERING HOT BOX SDG,61008
,KETRSJ,KETTERING STH JN,61010
,KETRSSD,KETTERING STABLING SIDINGS,61003
,KETTK3,KETTON SIG K3,45016
,KETTON,KETTON S.B.,45006
,KETTWGB,KETTON WARD SDG GBRF,45020
,KETTWSD,KETTON WARD SDG.,45005
KWB,KEWBDGE,KEW BRIDGE,87147
,KEWEJ,KEW EAST JN,72254
KWG,KEWGRDN,KEW GARDENS,87136
,KEYH127,KEYHAM SIG P127,84203
KEY,KEYHAM,KEYHAM,84201
XKM,KEYMERJ,KEYMER JN,87972
,KEYNSCH,KEYNSHAM CHURCH,0
KYN,KEYNSHM,KEYNSHAM,81507
KGH,KGHN,KINGHORN,3283
,KGMR481,CARLISLE KINGMOOR SIG 481,9165
,KGMR482,CARLISLE KINGMOOR SIG 482,9166
,KGMRDD1,CARLISLE KINGMOOR DD1 SB,9170
,KGMRDDS,KINGMOOR YARD DOWN DEPART,9164
,KGMRDRS,CARLISLE KINGMOOR SDG(DRS),9149
,KGMRJCN,CARLISLE KINGMOOR JCN,9153
,KGMRLIP,CARLISLE KINGMOOR TMD(DRS),9148
,KGMRSRR,CARLISLE STAINTON RUNROUND,9145
,KGMRUD1,CARLISLE KINGMOOR SIG UD1,9167
,KGMRULP,KINGMOOR UP LOOP,9157
,KGMRVQ,CARLISLE KINGMOOR V.Q.(NR),9152
,KGMRVWR,CARLISLE KINGMOOR (VWR),0
KGP,KGPK,KINGS PARK,7235
,KGSDYKE,KINGS DYKE,46135
,KGSGJN,KING'S GATE JUNCTION,4707
,KGST410,KINGSTON SIGNAL F410,87168
,KGST412,KINGSTON SIGNAL F412,87167
KNG,KGSTON,KINGSTON,87161
,KGUSCE,KINGUSSIE C.E.,1146
KIN,KGUSSIE,KINGUSSIE,1147
KND,KGWD,KINGSWOOD,87709
,KIBWRTH,KIBWORTH SUMMIT,59341
KDB,KIDBROK,KIDBROOKE,88417
,KIDS587,KIDSGROVE SIGNAL 587,43032
KDG,KIDSGRV,KIDSGROVE,43031
KWL,KIDWELY,KIDWELLY,79019
,KIDWJCN,KIDWELLY JUNCTION,79030
,KIDWPY,PONTYATES L C,79025
,KIJFOEK,KIJFHOEK YARD,916
KLL,KILARNY,KILLARNEY,0
,KILBLC,KILBURN LC (DERBYSHIRE),57130
ZKP,KILBPLT,KILBURN PARK LT,0
,KILCFHH,KILLOCH COLLIERY FHH,8664
,KILCGBF,KILLOCH COLLIERY GBRF,8665
,KILCHCL,KILLOCH COLLY,8663
KIL,KILDONN,KILDONAN,1015
KGT,KILGETY,KILGETTY,80215
,KILLCNE,KILLIECRANKIE,3098
,KILM72,KILMARNOCK SIG K72,8710
,KILM86,KILMARNOCK SIG K86,8713
,KILMBCY,KILMARNOCK (BARCLAY SDGS),8718
,KILMCE,KILMARNOCK BONNYTON DEPOT,8708
,KILMLTC,KILMARNOCK LONG LYES T.C.,8709
KMK,KILMRNK,KILMARNOCK,8712
,KILMWKR,KILMARNOCK WALKER J,8711
,KILW785,KILWINNING SIGPK785,8104
,KILW794,KILWINNING SIGNAL PK794,8108
,KILWJCE,KILWINNING DOWN C.E.,8107
,KILWNCE,KILWINNING UP SIDING,8103
KWN,KILWNNG,KILWINNING,8105
,KILWUGL,KILWINNING UP GOODS LOOP,8106
,KILWUGY,KILWINNING UP GOODS YARD,8126
KBC,KINBRAC,KINBRACE,1013
,KINBTLP,KINBRACE TIMBER LOADING PT,1018
,KINEGBF,KINETON MOD GBRF,69403
,KINEJN,KINETON JN,69406
,KINESD1,KINETON SIDINGS 1,69407
,KINESD2,KINETON SIDINGS 2,69408
,KINESD3,KINETON SIDINGS 3,69409
,KINETON,KINETON,69411
KGM,KINGHAM,KINGHAM,74465
KGS,KINSSTN,KINGS SUTTON,69429
,KINSVSQ,KINGS SUTTON V. SQUARE,0
KTR,KINTORE,KINTORE,2039
KBX,KIRBYX,KIRBY CROSS,50016
KKM,KIRKHAM,KIRKHAM & WESHAM,30044
,KIRKMNJ,KIRKHAM NORTH JN,30048
,KIRKMWJ,KIRKHAM WEST JN,30049
,KIRKOTM,KIRKHAM OTM SIDING,30052
,KIRKWAL,KIRKWALL,0
,KITTSCA,SCATTER BURNS IBS,2058
,KITTYAL,KITTYBREWSTER ARRIVAL LINE,2063
,KITTYBR,KITTYBREWSTER,2060
,KITTYGF,KITTYBREWSTER GF,2059
KIR,KKBY,KIRKBY,36050
,KKERRAN,KILKERRAN,8642
KKS,KKSNDAL,KIRK SANDALL,23026
,KKSNJN,KIRK SANDALL JN,23025
KBN,KLBRNHR,KILBURN HIGH ROAD,72313
,KLBRUDG,KILBURN UP & DOWN GDS LP,72312
,KLBYBDG,KILBY BRIDGE JN,59331
KCG,KLCRGGN,KILCREGGAN,0
KLD,KLDL,KILDALE,15512
KGL,KLGL,KINGS LANGLEY,71022
,KLGLLP,UP KINGS LANGLEY LOOP,71021
KLM,KLMAURS,KILMAURS,8704
,KLNH104,KILNHURST S1104,24487
,KLNH105,KILNHURST S1105,24488
,KLNH109,KILNHURST S1109,24489
,KLNHLOS,KILNHURST LIMIT OF SHUNT,24490
,KLNHUGL,KILNHURST UP GDS LOOP,24491
KPT,KLPTRCK,KILPATRICK,6205
KLS,KLYNBUS,KINGS LYNN BUS STATION GN,0
KLN,KLYNN,KINGS LYNN,46220
,KLYNN29,KINGS LYNN SIGNAL 29,46222
,KLYNN43,KINGS LYNN SIGNAL 43,46224
XKL,KLYNNCS,KINGS LYNN CARRIAGE SIDNGS,46221
,KLYNNDF,KINGS LYNN DALGETTY & FKLN,0
,KLYNNFP,KINGS LYNN F.P.,46220
,KLYNNJN,KINGS LYNN JN,46223
,KLYNNSS,KINGS LYNN STABLING SIDING,46226
,KLYNNTC,KINGS LYNN T.C.,46222
,KLYNNTG,KINGS LYNN T.C. GBRF,46225
KMH,KMPSTNH,KEMPSTON HARDWICK,62040
KMP,KMPTNPK,KEMPTON PARK,87154
,KMSLDN,KEMSLEY DOWN,0
KML,KMSLY,KEMSLEY,89109
,KNCDNLC,KINCARDINE LEVEL XING,3348
KCK,KNCKHLT,KNOCKHOLT,89341
,KNCRAIG,KINCRAIG,1145
,KNDLVLX,KNODISHALL LEVEL CROSSING,0
,KNEB639,KNEBWORTH SIGNAL K639,53237
KBW,KNEBWTH,KNEBWORTH,53228
XAW,KNGBQUY,KINGSBRIDGE QUAY,0
,KNGSBC,KINGSBURY BIRCH COPPICE,66032
,KNGSBCE,BIRCH COPPICE EXCHANGE SDG,66033
,KNGSBCF,BIRCH COPPICE FREIGHTLINER,66034
,KNGSBCG,BIRCH COPPICE GBRF,66036
,KNGSBCJ,KINGSBURY BRANCH JN,66023
,KNGSBOS,KINGSBURY OIL SDGS,66026
,KNGSBSF,KINGSBURY S.F.,66027
XKI,KNGSBYJ,KINGSBURY JN,66031
,KNGSBYY,KINGSBURY SDGS,66029
,KNGSFHH,KINGSBURY FREIGHTLINER HH,66028
KGE,KNGW,KINGSKNOWE,4118
KGX,KNGX,LONDON KINGS CROSS,54311
,KNGX300,COPENHAGEN JN  SIGNAL K300,54316
,KNGX303,BELLE ISLE SIGNAL 303,54305
,KNGXBAL,KINGS CROSS BALLAST SDG,54312
XKB,KNGXBEL,BELLE ISLE,54304
,KNGXESG,KINGS CROSS EAST SIDINGS,54310
,KNGXFTJ,COPENHAGEN JUNCTION,54315
,KNGXGWR,KINGS X GASWORKS TUN REV,54313
KNI,KNIGHTN,KNIGHTON,79087
KLY,KNLY,KENLEY,87810
KEB,KNLYBUS,KENLEY (A22),0
,KNMTSB,KENNETHMONT,2024
,KNNGGLP,KENNINGTON GOODS LOOP,74434
,KNNGTNJ,KENNINGTON JN,74438
,KNOK15,KNOCKSHINNOCH SIG NC15,8831
,KNOR522,KINGS NORTON SIGNAL SY522,66509
,KNOR523,KINGS NORTON 523,66524
,KNOR528,KINGS NORTON SIGNAL SY528,66517
,KNOR529,KINGS NORTON SIGNAL 529,66522
,KNOR57,KINGS NORTON SIGNAL SY57,66516
,KNORCT,KINGS NORTON C.T.,66511
,KNOROTP,KINGS NORTON OT PLANT DEPT,66512
KNN,KNORTON,KINGS NORTON,66510
,KNOWDL,DALE LANE G.F.,36048
,KNOWFT,KNOWSLEY FREIGHT TERMINAL,36047
KNA,KNRSBGH,KNARESBOROUGH,16113
ZHS,KNSGHST,KENSINGTON HIGH ST L.T.,72247
,KNTB103,KINTBURY SIGNAL RK103,74805
,KNTB57,KINTBURY SIGNAL UW57,74805
,KNTB848,KINTBURY SIGNAL R848,74805
KIT,KNTBRY,KINTBURY,74805
,KNTN402,KNOTTINGLEY SIG FE6402,18017
,KNTN417,KNOTTINGLEY SIG FE6417,18030
,KNTN418,KNOTTINGLEY SIG FE6418,18029
,KNTN421,KNOTTINGLEY SIG FE6421,18036
,KNTN422,KNOTTINGLEY SIG FE6422,0
,KNTN423,KNOTTINGLEY SIG FE6423,18039
,KNTN431,KNOTTINGLEY SIG FE6431,18038
,KNTNELL,ENGLAND LANE LC,18013
,KNTNFHH,KNOTTINGLEY TMD (FHH),18023
,KNTNGEJ,KNOTTINGLEY EAST JN,18015
,KNTNGFD,KNOTTINGLEY F.D.,18020
,KNTNGJK,KNOTTINGLEY JACKSONS,18021
KNO,KNTNGLY,KNOTTINGLEY,18022
,KNTNGSJ,KNOTTINGLEY SOUTH JN,18014
,KNTNGWJ,KNOTTINGLEY WEST JN,18016
,KNTNLIP,KNOTTINGLEY T.M.D.,18018
,KNTNSDG,KNOTTINGLEY SIDINGS,18020
,KNTNWRD,KNOTTINGLEY W.R.D.,18019
,KNTNYFD,KNOTTINGLEY DEPOT,18018
,KNTSHTJ,KENTISH TOWN JN,63551
KTN,KNTSHTN,KENTISH TOWN,63551
KTW,KNTSHTW,KENTISH TOWN WEST,72420
KNU,KNUCKLS,KNUCKLAS,79096
KNF,KNUTSFD,KNUTSFORD,37221
KGN,KNYMPTN,KINGS NYMPTON,83231
KBZ,KOBLENZ,KOBLENZ HBF,34
,KOLNHBF,KOLN HBF,9
,KOLNNIE,KOLN NIEHL,10
,KRBYSUM,KIRKBY SUMMIT SB,56241
KBF,KRKBYIF,KIRKBY-IN-FURNESS,11223
KRK,KRKC,KIRKCONNEL,8841
,KRKC39,KIRKCONNEL SIG KC39,8843
,KRKCCE,KIRKCONNEL C.E.,8842
KKD,KRKDALE,KIRKDALE,36057
XKK,KRKDLCS,KIRKDALE C.S.,36058
KKH,KRKH,KIRKHILL,7551
KKN,KRKNWTN,KIRKNEWTON,4112
,KRKP861,COVE SIGNAL MC861,7990
,KRKP862,COVE SIGNAL MC862,7988
,KRKP863,KIRKPATRICK SIGNAL MC863,7989
,KRKSLDL,KIRKSTALL DOWN LOOP,17138
KLF,KRKSLFR,KIRKSTALL FORGE,17140
,KRKSLUL,KIRKSTALL UP LOOP,17137
,KRKSXO,KIRKSTALL CROSSOVER,17139
KWD,KRKWOOD,KIRKWOOD,7298
KKB,KRKYCEN,KIRKBY IN ASHFIELD,56243
,KRKYLEJ,KIRKBY LANE END JN,56242
,KRTLBDG,KIRTLEBRIDGE G.F.,7983
,KRTNLMS,KIRTON LIME SDGS,26003
KTL,KRTNLND,KIRTON LINDSEY,26004
KSN,KSNY,KEARSNEY,89519
KSW,KSTP,KIRKBY STEPHEN,9436
,KSTP9,KIRKBY STEPHEN KS9,9435
,KSTPTC,KIRKBY STEPHEN TOWN CENTRE,0
,KSTPURS,KIRKBY STEPHEN URS,9434
,KSWNJN,KINGSWINFORD JN,65731
KBK,KTBK,KENTS BANK,11341
,KTNLJN,KIRTON LANE JN.,0
KNT,KTON,KENTON,72008
KIV,KVTNBDG,KIVETON BRIDGE,26609
,KVTNFHH,KIVETON PARK (FHH),26593
KVP,KVTNPK,KIVETON PARK,26591
,KVTNXOV,KIVETON PARK CROSSOVER,0
KYK,KYLEAKN,KYLEAKIN,0
,KYLEGF,KYLE OF LOCHALSH G.F.,1070
,KYLELCE,KYLE OF LOCHALSH C.E.,1071
KYL,KYLELSH,KYLE OF LOCHALSH,1071
,LACKCW,SOUTH BANK LACKENBY C&W,15642
,LACKFHH,LACKENBY SSI FHH,15626
,LACKGBF,LACKENBY SSI GBRf,15638
,LACKMAR,LACKENBY MARCROFT ENG.,15641
,LACKNBY,LACKENBY B.S.C.,15640
,LACKSLA,SLAG ROAD LC,15630
XDL,LADRTMD,LANDORE T.M.D.,79320
,LADY668,LADYBANK SIG 668,3218
,LADYBHL,LADYBANK BRANCH LOOP,3220
LDY,LADYBNK,LADYBANK,3221
,LADYCE,LADYBANK C.E.,3222
,LADYDGL,LADYBANK D.G.L.,3217
,LADYSTE,LADYBANK S.& T.E.,3219
,LAGHJN,LANGHAM JN.,59133
,LAGYGBF,LANGLEY REDLANDS GBRF,53224
,LAGYRED,LANGLEY REDLANDS,53226
LAI,LAINDON,LAINDON,51301
LRG,LAIRG,LAIRG,1031
,LAIRGCE,LAIRG C.E.,1032
,LAIRGLC,LAIRG L.C.,1031
,LAIRGOT,LAIRG OIL TERMINAL,1033
,LAIRSSH,LAIRG SOUTH SHUNT,1030
,LAISEMR,LAISTERDYKE E.M.RECYCLING,18630
,LAISWJN,LAISTERDYKE SIG HB3826,18629
LKE,LAKEIOW,LAKE,86293
LAK,LAKNHTH,LAKENHEATH,46266
GSC,LAMBH,GILSHOCHILL,6239
LAM,LAMPHEY,LAMPHEY,80205
LNK,LANARK,LANARK,7957
,LANARKJ,LANARK JN,7956
LLB,LANBDRN,LLANBADARN,64611
LAN,LANCSTR,LANCASTER,11720
,LANCUGL,LANCASTER SOUTH JN UGL,11722
,LAND260,LLANDUDNO JN SIG. LJ260,40053
,LAND69,LLANDUDNO JN SIG.LJ69,40054
,LAND70,LLANDUDNO JN SIG.LJ70,40049
,LAND74,LLANDUDNO JN SIG.LJ74,0
,LANDLHS,LLANDUDNO JN LOCO HS,40051
,LANDTC,LLANDUDNO JN. T.C.,40052
LLJ,LANDUDJ,LLANDUDNO JUNCTION,40050
,LANFABR,ABER GROUND FRAME,40023
LLF,LANFRFC,LLANFAIRFECHAN,40037
,LANGEWS,LANGLEY EWS SIDINGS,73815
LNY,LANGLEY,LANGLEY,73816
,LANGREC,LANGLEY RECEPTION SIDINGS,73814
,LANGTCR,LANGLEY TOWN CENTRE,0
,LANPORT,LANGPORT VIADUCT,82306
LAP,LAPFORD,LAPFORD,83235
LPW,LAPWRTH,LAPWORTH,66434
,LARA318,PLYMOUTH SIGNAL P318,0
,LARAJN,LAIRA JN,84089
,LARASFR,LAIRA TMD FUEL ROAD,84094
,LARAST,LAIRA ISU (S&TE),84091
XLZ,LARATMD,LAIRA T.& R.S.M.D.,84090
,LARBCE,LARBERT C.E.,5011
,LARBDGL,LARBERT NORTH D.G.L.,5007
,LARBERJ,LARBERT JN,5015
,LARBERN,LARBERT NORTH,5009
LBT,LARBERT,LARBERT,5009
,LARBRTY,LARBERT S.S.,5009
,LARBUGL,LARBERT NORTH U.G.L.,5011
LAR,LARGS,LARGS,8221
LRH,LARKHAL,LARKHALL,7496
,LARNEHB,LARNE HARBOUR,0
XAZ,LAUNWST,LAUNCESTON WESTGATE STREET,0
,LAVNGTN,LAVINGTON,74822
,LAWJ,LAW JN,7953
,LAWJDPL,LAW JN DOWN PASSENGER LOOP,7954
,LAWJDS,LAW JN DOWN SIDINGS,7949
,LAWJRRT,LAW JN (ROAD RAIL TS),7952
,LAWJUCE,LAW JN UP C.E.,7951
,LAWJUPL,LAW JN U.P.L.,7944
LWH,LAWRNCH,LAWRENCE HILL,81422
,LAWRNGF,LAWRENCE HILL G.F.,81410
LAY,LAYTON,LAYTON,30027
LZB,LAZKRKO,LAZONBY & KIRKOSWALD,9416
LBR,LBDR,LLANBEDR,64418
LGJ,LBGHJN,LOUGHBOROUGH JN,87247
,LBRDFJN,LITTLE BRIDGEFORD JN,42304
,LBRF,LITTLE BARFORD MONIER,45501
,LBRFIBS,TEMPSFORD IBS,45501
,LBRFTMP,TEMPSFORD,45525
,LBRIGG,LAMBRIGG,9337
LHE,LCEILOB,LOCH EIL OUTWARD BOUND,6014
,LCHABUI,LEACHABHUIDH,5997
LCL,LCHALRT,LOCHAILORT,6006
LCB,LCHBSDL,LOCHBOISDALE,0
LIC,LCHC,LICHFIELD CITY,65316
,LCHCCS,LICHFIELD CITY C.S.,65317
,LCHCHAM,HAMMERWICH,65335
LCS,LCHESDE,LOCHEILSIDE,6009
LCG,LCHGLLY,LOCHGELLY,3249
LCC,LCHLCHR,LOCHLUICHART,1082
LCH,LCHMADY,LOCHMADDY,0
,LCHRDGJ,LOCHRIDGE JUNCTION,7220
,LCHT131,LICHFIELD SIGNAL 1310,65308
,LCHT259,LICHFIELD TV SIG LS4259,65306
,LCHT303,LICHFIELD TV SIG LS1303,65307
,LCHT306,LICHFIELD SIG LS1306,65304
,LCHT308,LICHFIELD SIG LS1308,65305
,LCHTCE,LICHFIELD TV C E SIDINGS,65312
,LCHTCUR,CURBOROUGH JN,65321
,LCHTFIN,FINE LANE L.C.,66042
,LCHTHAD,HADEMORE CROSSING,69000
XOI,LCHTNJ,LICHFIELD NORTH JN (LL),65309
,LCHTPDC,LICHFIELD TV LL PDC,65310
LIF,LCHTTVH,LICHFIELD TRENT VALLEY HL,65315
,LCHTTVJ,LICHFIELD T.V. JN.,65314
LTV,LCHTTVL,LICHFIELD TRENT VALLEY LL,65311
,LCHW171,LOCHWINNOCH SIG PE171,7099
LHW,LCHWNCH,LOCHWINNOCH,7101
LOC,LCKRBIE,LOCKERBIE,7981
,LCKRDPL,LOCKERBIE DOWN LOOP,7982
,LCKRUPL,LOCKERBIE UP LOOP,7980
,LCKRUPS,LOCKERBIE UP SIDINGS,7998
,LCKW058,CARDIFF SIGNAL 7058,78459
,LCKWBGF,LECKWITH BRIDGE GRND FRAME,78518
,LCKWLOP,LECKWITH LOOP,78510
,LCKWSTJ,LECKWITH SOUTH JN,78517
,LCKWTHJ,LECKWITH NORTH JN,77307
,LDBRKJ,LADBROKE GROVE,73111
LED,LDBURY,LEDBURY,67219
LID,LDLNGTN,LIDLINGTON,62047
LDR,LDRY,LONDONDERRY,0
,LDYBURN,LADYBURN T.C.,7027
LAD,LDYW,LADYWELL,88309
,LDYWJN,LADYWELL JUNCTION,88310
LEB,LEABDGE,LEA BRIDGE,51933
,LEAG591,LEAGRAVE SHUNT SIG 591,62213
LEA,LEAGRVE,LEAGRAVE,62211
,LEAGRVJ,LEAGRAVE JN,62209
,LEAGSAN,SANDON (BEDS),62205
,LEAGSDG,LEAGRAVE TAMPER SDG,62212
LEH,LEAHALL,LEA HALL,65610
,LEAJ,LEA JUNCTION,52038
,LEAJ286,LEA JUNCTION LOOP SIG 1286,52039
LHM,LEALHLM,LEALHOLM,15516
LSW,LEASOWE,LEASOWE,38009
,LECHMSQ,LECHLADE MARKET SQUARE,0
,LEDB426,LEDBURN SIGNAL TK1426,70325
,LEDB428,LEDBURN SIGNAL TK1428,70324
,LEDB433,LEDBURN SIGNAL TK1433,70322
,LEDB435,LEDBURN SIGNAL TK1435,0
XOD,LEDBRNJ,LEDBURN JN,70320
,LEDBSH,STOKE HAMMOND,70323
,LEED190,LEEDS SIG L190,17117
,LEED421,LEEDS SIG L4421,17093
,LEED606,LEEDS SIG L3606,17097
,LEED613,LEEDS SIG L3613,17096
,LEED615,LEEDS SIG L3615,17094
,LEED629,LEEDS SIG L3629,17148
,LEED631,LEEDS SIG L3631,17095
,LEED692,LEEDS SIGNAL 3692,17125
,LEED694,LEEDS SIG L3694,17126
,LEED774,LEEDS SIG L774,17133
,LEED928,LEEDS SIG L928,17178
,LEED929,LEEDS SIG L929,17179
,LEEDADV,LEEDS F.L.T. (ADVENZA),0
,LEEDBFD,LEEDS BALM ROAD F.D.,17173
,LEEDFHH,LEEDS BALM RD LOCO (FHH),17172
,LEEDFLT,LEEDS F.L.T.,17184
,LEEDMWL,LEEDS MIDLAND RD WHL LATHE,17174
,LEEDRGB,STOURTON CEMEX GBRF,17190
,LEEDRMC,LEEDS STOURTON RMC,17175
LDS,LEEDS,LEEDS,17132
,LEEDSEJ,LEEDS EAST JN.,17126
XLD,LEEDSFB,LEEDS FESTIVAL BUS,0
,LEEDSWJ,LEEDS WEST JUNCTION,17131
LEE,LEEE,LEE,88453
,LEEE345,LEE SHUNT SIGNAL TL345,88545
,LEEELPJ,LEE LOOP JUNCTION,88388
,LEEESPR,LEE SPUR,88456
,LEEKBRJ,LEEK BROOK JN,43421
,LEESPRJ,LEE SPUR JN,88512
LEG,LEGR,LEA GREEN,35447
LFL,LEIGBUS,LEIGH (FLEUR-DE-LIS P.H.),0
LIH,LEIGHK,LEIGH (KENT),87739
LIE,LEISTON,LEISTON,49114
,LEITCLR,LEITH LAFARGE COLAS RAIL,4617
,LEITFPA,LEITH DOCKS F.P.A.,4612
,LEITGTX,LEITH DOCKS GATX,4613
,LEITHFH,LEITH STH FLINER/LAFARGE,4602
,LEITHS,LEITH SOUTH,4601
,LEITSAI,LEITH DOCKS SAI,4614
,LEITSSS,LEITH SOUTH STORAGE,4608
LEL,LELANT,LELANT,85715
LTS,LELANTS,LELANT SALTINGS,85716
,LENH334,LENHAM SIGNAL 334,89424
LEN,LENHAM,LENHAM,89407
XXK,LENHAMX,LENHAM CROSSOVER (CTRL),89556
,LENHLP,LENHAM HEATH LOOP (CTRL),89560
,LENHMLP,LENHAM PASSENGER LOOP,89414
,LENHUS6,LENHAM UP SIDING NO 6,89558
,LENHUS8,LENHAM UP SIDING NO 8,89562
,LENS,LENS,737
,LENTNNJ,LENTON NORTH JN,55122
